# x/m, y/m, cos, sin, vel/(m/s)
-9.25379, 38.5631, 0.103469, 0.994633, 7.74507
-9.24104, 38.6318, 0.105189, 0.994452, 7.74507
-9.22817, 38.7005, 0.106909, 0.994269, 7.74508
-9.21519, 38.7692, 0.108624, 0.994083, 7.74508
-9.20209, 38.8379, 0.110341, 0.993894, 7.74508
-9.18738, 38.9142, 0.11225, 0.99368, 7.74508
-9.16045, 39.0514, 0.115681, 0.993287, 7.74508
-9.15745, 39.0667, 0.116061, 0.993242, 7.74508
-9.14231, 39.1429, 0.117967, 0.993017, 7.74508
-9.12701, 39.2191, 0.119876, 0.992789, 7.74508
-9.11157, 39.2952, 0.121782, 0.992557, 7.74508
-9.09599, 39.3713, 0.123687, 0.992321, 7.74508
-9.08184, 39.4398, 0.125402, 0.992106, 7.74508
-9.06598, 39.5158, 0.127309, 0.991863, 7.74508
-9.05158, 39.5843, 0.129022, 0.991642, 7.74508
-9.03545, 39.6603, 0.130925, 0.991392, 7.74508
-9.02079, 39.7286, 0.132641, 0.991164, 7.74508
-9.00603, 39.797, 0.134355, 0.990933, 7.74508
-8.98948, 39.8729, 0.136259, 0.990673, 7.74509
-8.97446, 39.9412, 0.137974, 0.990436, 7.74509
-8.95762, 40.017, 0.139878, 0.990169, 7.74509
-8.94235, 40.0853, 0.141592, 0.989925, 7.74509
-8.92696, 40.1535, 0.143306, 0.989678, 7.74509
-8.90972, 40.2292, 0.145209, 0.989401, 7.74509
-8.89408, 40.2974, 0.146921, 0.989148, 7.74509
-8.87656, 40.3731, 0.148823, 0.988864, 7.74509
-8.86068, 40.4412, 0.150535, 0.988605, 7.74509
-8.84288, 40.5168, 0.152437, 0.988313, 7.74509
-8.82494, 40.5924, 0.154337, 0.988018, 7.74509
-8.80867, 40.6604, 0.156049, 0.987749, 7.74509
-8.79045, 40.7359, 0.157949, 0.987447, 7.74509
-8.77209, 40.8114, 0.159848, 0.987142, 7.74509
-8.75544, 40.8793, 0.161558, 0.986863, 7.74509
-8.7368, 40.9547, 0.163455, 0.986551, 7.74509
-8.7199, 41.0226, 0.165163, 0.986266, 7.74509
-8.70099, 41.0979, 0.167061, 0.985947, 7.74509
-8.67808, 41.1883, 0.169337, 0.985558, 7.74509
-8.66657, 41.2335, 0.170474, 0.985362, 7.74509
-8.64726, 41.3087, 0.172367, 0.985033, 7.74509
-8.62189, 41.4065, 0.17483, 0.984599, 7.74509
-8.61014, 41.4516, 0.175967, 0.984396, 7.74509
-8.5924, 41.5192, 0.177666, 0.984091, 7.74509
-8.57453, 41.5868, 0.179369, 0.983782, 7.74509
-8.55251, 41.6694, 0.181451, 0.9834, 7.74509
-8.53235, 41.7445, 0.183343, 0.983049, 7.74509
-8.51613, 41.8045, 0.184855, 0.982766, 7.74509
-8.49777, 41.8719, 0.186556, 0.982444, 7.74509
-8.47722, 41.9468, 0.188444, 0.982084, 7.74509
-8.45862, 42.0142, 0.190143, 0.981756, 7.74509
-8.43989, 42.0816, 0.191843, 0.981426, 7.74509
-8.41893, 42.1564, 0.193732, 0.981055, 7.74509
-8.39784, 42.2312, 0.195617, 0.98068, 7.74509
-8.3766, 42.3059, 0.197504, 0.980302, 7.74509
-8.35737, 42.3732, 0.199201, 0.979959, 7.74509
-8.33803, 42.4404, 0.200896, 0.979613, 7.74509
-8.32073, 42.5, 0.202404, 0.979302, 7.74509
-8.29897, 42.5746, 0.204289, 0.978911, 7.7451
-8.27707, 42.6492, 0.206171, 0.978516, 7.7451
-8.25503, 42.7237, 0.208052, 0.978118, 7.7451
-8.23061, 42.8056, 0.210122, 0.977675, 7.7451
-8.21051, 42.8726, 0.211816, 0.97731, 7.7451
-8.18804, 42.9469, 0.213696, 0.9769, 7.7451
-8.16769, 43.0138, 0.215388, 0.976529, 7.7451
-8.14722, 43.0807, 0.217081, 0.976154, 7.7451
-8.12204, 43.1623, 0.219148, 0.975692, 7.7451
-8.099, 43.2365, 0.221027, 0.975268, 7.7451
-8.07815, 43.3033, 0.222719, 0.974883, 7.7451
-8.05484, 43.3774, 0.224596, 0.974452, 7.7451
-8.02666, 43.4663, 0.226848, 0.97393, 7.7451
-8.01015, 43.5181, 0.228161, 0.973623, 7.7451
-7.98642, 43.5921, 0.230037, 0.973182, 7.7451
-7.96495, 43.6586, 0.231724, 0.972782, 7.7451
-7.94337, 43.7251, 0.233411, 0.972378, 7.7451
-7.91924, 43.799, 0.235286, 0.971926, 7.7451
-7.89496, 43.8728, 0.237162, 0.97147, 7.7451
-7.87301, 43.9392, 0.238846, 0.971057, 7.7451
-7.85093, 44.0055, 0.24053, 0.970642, 7.7451
-7.82626, 44.0792, 0.242403, 0.970176, 7.7451
-7.79144, 44.1822, 0.245021, 0.969518, 7.7451
-7.78148, 44.2117, 0.245767, 0.969329, 7.7451
-7.7564, 44.2852, 0.247639, 0.968852, 7.7451
-7.73119, 44.3587, 0.249508, 0.968373, 7.7451
-7.70584, 44.4321, 0.251373, 0.96789, 7.7451
-7.68035, 44.5055, 0.253239, 0.967404, 7.7451
-7.65729, 44.5715, 0.254918, 0.966963, 7.7451
-7.63154, 44.6448, 0.25678, 0.96647, 7.7451
-7.60824, 44.7108, 0.258457, 0.966023, 7.7451
-7.58482, 44.7767, 0.260133, 0.965573, 7.7451
-7.55867, 44.8498, 0.261993, 0.96507, 7.7451
-7.53237, 44.9229, 0.263853, 0.964563, 7.7451
-7.50859, 44.9887, 0.265526, 0.964104, 7.7451
-7.47936, 45.069, 0.267568, 0.963539, 7.7451
-7.45801, 45.1274, 0.269053, 0.963125, 7.7451
-7.43388, 45.193, 0.270724, 0.962657, 7.7451
-7.40962, 45.2586, 0.272397, 0.962185, 7.7451
-7.36615, 45.375, 0.275362, 0.961341, 7.7451
-7.35527, 45.4041, 0.276103, 0.961128, 7.7451
-7.3334, 45.4623, 0.277585, 0.960701, 7.7451
-7.30869, 45.5277, 0.279249, 0.960219, 7.7451
-7.28386, 45.5931, 0.280913, 0.959733, 7.7451
-7.25613, 45.6657, 0.282764, 0.95919, 7.7451
-7.22827, 45.7382, 0.284611, 0.958643, 7.7451
-7.20308, 45.8034, 0.286273, 0.958148, 7.7451
-7.17777, 45.8686, 0.287936, 0.95765, 7.7451
-7.14951, 45.941, 0.289782, 0.957093, 7.7451
-7.1211, 46.0133, 0.291629, 0.956531, 7.7451
-7.09543, 46.0783, 0.293287, 0.956024, 7.7451
-7.06965, 46.1433, 0.294945, 0.955514, 7.7451
-7.04086, 46.2155, 0.296788, 0.954943, 7.7451
-7.01484, 46.2804, 0.298445, 0.954427, 7.7451
-6.98579, 46.3525, 0.300283, 0.95385, 7.7451
-6.95953, 46.4173, 0.301938, 0.953328, 7.7451
-6.93609, 46.4748, 0.303408, 0.952861, 7.7451
-6.90667, 46.5467, 0.305243, 0.952274, 7.7451
-6.87711, 46.6186, 0.307077, 0.951685, 7.7451
-6.84741, 46.6904, 0.30891, 0.951091, 7.7451
-6.81457, 46.7693, 0.310925, 0.950434, 7.7451
-6.78759, 46.8338, 0.312574, 0.949893, 7.7451
-6.75747, 46.9054, 0.314404, 0.949289, 7.7451
-6.72722, 46.977, 0.316233, 0.948681, 7.7451
-6.69682, 47.0485, 0.318062, 0.94807, 7.7451
-6.66936, 47.1128, 0.319705, 0.947517, 7.7451
-6.63871, 47.1842, 0.32153, 0.946899, 7.7451
-6.60481, 47.2626, 0.323539, 0.946215, 7.7451
-6.58008, 47.3197, 0.324997, 0.945715, 7.7451
-6.55215, 47.3838, 0.326636, 0.94515, 7.7451
-6.5147, 47.4691, 0.328821, 0.944392, 7.7451
-6.4928, 47.5189, 0.330095, 0.943948, 7.7451
-6.46453, 47.5829, 0.331727, 0.943375, 7.7451
-6.43298, 47.6539, 0.333542, 0.942735, 7.7451
-6.40128, 47.7248, 0.335358, 0.942091, 7.7451
-6.37265, 47.7886, 0.33699, 0.941508, 7.7451
-6.34071, 47.8594, 0.3388, 0.940858, 7.7451
-6.31184, 47.9231, 0.34043, 0.94027, 7.7451
-6.26343, 48.0291, 0.343144, 0.939283, 7.7451
-6.2505, 48.0574, 0.343867, 0.939018, 7.7451
-6.2213, 48.1209, 0.34549, 0.938422, 7.7451
-6.18871, 48.1914, 0.347295, 0.937756, 7.7451
-6.15928, 48.2549, 0.348918, 0.937153, 7.7451
-6.12644, 48.3253, 0.350719, 0.936481, 7.7451
-6.09678, 48.3886, 0.352339, 0.935872, 7.7451
-6.067, 48.4519, 0.353958, 0.935261, 7.7451
-6.03379, 48.5221, 0.355755, 0.934579, 7.7451
-6.00379, 48.5853, 0.357371, 0.933963, 7.7451
-5.97032, 48.6554, 0.359164, 0.933274, 7.7451
-5.94009, 48.7184, 0.360778, 0.932652, 7.7451
-5.90636, 48.7884, 0.36257, 0.931957, 7.7451
-5.8725, 48.8583, 0.364361, 0.931258, 7.7451
-5.84192, 48.9212, 0.36597, 0.930627, 7.7451
-5.8078, 48.991, 0.367758, 0.929922, 7.7451
-5.77699, 49.0538, 0.369367, 0.929284, 7.7451
-5.74607, 49.1165, 0.370973, 0.928644, 7.7451
-5.71158, 49.1861, 0.372756, 0.927929, 7.7451
-5.67695, 49.2557, 0.374538, 0.927211, 7.7451
-5.64917, 49.3113, 0.375963, 0.926635, 7.7451
-5.61781, 49.3737, 0.377563, 0.925984, 7.7451
-5.56522, 49.4778, 0.380234, 0.92489, 7.7451
-5.55118, 49.5055, 0.380945, 0.924598, 7.7451
-5.51595, 49.5747, 0.382719, 0.923865, 7.7451
-5.48413, 49.637, 0.384316, 0.923202, 7.7451
-5.44864, 49.7061, 0.386089, 0.922462, 7.7451
-5.41659, 49.7682, 0.387683, 0.921793, 7.7451
-5.38444, 49.8303, 0.389277, 0.921121, 7.7451
-5.35217, 49.8924, 0.39087, 0.920446, 7.7451
-5.31258, 49.9681, 0.392815, 0.919617, 7.7451
-5.28007, 50.03, 0.394407, 0.918936, 7.7451
-5.24747, 50.0919, 0.395994, 0.918253, 7.7451
-5.2111, 50.1605, 0.397758, 0.917491, 7.7451
-5.17094, 50.236, 0.399697, 0.916647, 7.7451
-5.14532, 50.2839, 0.400928, 0.916109, 7.7451
-5.11228, 50.3456, 0.402512, 0.915415, 7.7451
-5.07172, 50.4208, 0.404447, 0.914561, 7.7451
-5.04214, 50.4754, 0.405854, 0.913938, 7.7451
-5.00505, 50.5437, 0.407608, 0.913157, 7.7451
-4.96407, 50.6187, 0.40954, 0.912292, 7.7451
-4.92669, 50.6868, 0.411295, 0.911502, 7.7451
-4.89295, 50.7481, 0.412868, 0.910791, 7.7451
-4.85533, 50.816, 0.414616, 0.909996, 7.7451
-4.81757, 50.8839, 0.416365, 0.909197, 7.7451
-4.78729, 50.9382, 0.417761, 0.908557, 7.7451
-4.75312, 50.9992, 0.419329, 0.907834, 7.7451
-4.71501, 51.0669, 0.421073, 0.907027, 7.7451
-4.67678, 51.1345, 0.422813, 0.906217, 7.7451
-4.63843, 51.2021, 0.424551, 0.905404, 7.7451
-4.6038, 51.2629, 0.426114, 0.904669, 7.7451
-4.56519, 51.3303, 0.42785, 0.90385, 7.7451
-4.53034, 51.3909, 0.429411, 0.903109, 7.7451
-4.49149, 51.4582, 0.431143, 0.902284, 7.7451
-4.45642, 51.5187, 0.432701, 0.901537, 7.7451
-4.41733, 51.5858, 0.43443, 0.900706, 7.7451
-4.38204, 51.6462, 0.435984, 0.899955, 7.7451
-4.34665, 51.7065, 0.437537, 0.8992, 7.7451
-4.3072, 51.7734, 0.439261, 0.89836, 7.7451
-4.26364, 51.8469, 0.441157, 0.89743, 7.7451
-4.23188, 51.9003, 0.442533, 0.896752, 7.7451
-4.19206, 51.9671, 0.444251, 0.895902, 7.7451
-4.15209, 52.0337, 0.445974, 0.895046, 7.7451
-4.11201, 52.1002, 0.44769, 0.894189, 7.7451
-4.06374, 52.18, 0.449744, 0.893158, 7.7451
-4.03956, 52.2198, 0.450771, 0.89264, 7.7451
-4.00318, 52.2796, 0.452312, 0.89186, 7.7451
-3.95856, 52.3524, 0.45419, 0.890905, 7.7451
-3.92603, 52.4054, 0.455557, 0.890206, 7.7451
-3.88933, 52.4649, 0.457092, 0.889419, 7.7451
-3.84842, 52.531, 0.458798, 0.888541, 7.7451
-3.81973, 52.5772, 0.459991, 0.887924, 7.7451
-3.77448, 52.6497, 0.461861, 0.886952, 7.7451
-3.73737, 52.7089, 0.46339, 0.886154, 7.7451
-3.69184, 52.7812, 0.465258, 0.885175, 7.7451
-3.65866, 52.8338, 0.466615, 0.884461, 7.7451
-3.62122, 52.8929, 0.46814, 0.883654, 7.7451
-3.5795, 52.9584, 0.469831, 0.882757, 7.7451
-3.54185, 53.0173, 0.471353, 0.881945, 7.7451
-3.49989, 53.0827, 0.473044, 0.881039, 7.7451
-3.46202, 53.1415, 0.474562, 0.880222, 7.7451
-3.41983, 53.2067, 0.476248, 0.879311, 7.7451
-3.3775, 53.2719, 0.477934, 0.878396, 7.7451
-3.33931, 53.3304, 0.479448, 0.87757, 7.7451
-3.30102, 53.3889, 0.48096, 0.876743, 7.7451
-3.25835, 53.4539, 0.48264, 0.875819, 7.7451
-3.21984, 53.5122, 0.48415, 0.874985, 7.7451
-3.17694, 53.577, 0.485825, 0.874056, 7.7451
-3.13391, 53.6417, 0.487499, 0.873124, 7.7451
-3.09508, 53.6998, 0.489003, 0.872282, 7.7451
-3.05182, 53.7644, 0.490673, 0.871344, 7.7451
-3.00843, 53.8288, 0.492341, 0.870402, 7.7451
-2.96928, 53.8867, 0.49384, 0.869553, 7.7451
-2.93004, 53.9446, 0.495337, 0.868701, 7.7451
-2.87752, 54.0216, 0.497333, 0.86756, 7.7451
-2.84684, 54.0665, 0.498496, 0.866892, 7.7451
-2.80288, 54.1306, 0.500153, 0.865937, 7.7451
-2.76321, 54.1882, 0.501643, 0.865075, 7.7451
-2.71902, 54.2521, 0.503298, 0.864113, 7.7451
-2.67026, 54.3223, 0.505116, 0.863051, 7.7451
-2.63917, 54.3669, 0.506271, 0.862375, 7.7451
-2.59911, 54.4242, 0.507752, 0.861503, 7.7451
-2.55447, 54.4878, 0.509398, 0.860531, 7.7451
-2.5142, 54.5449, 0.510877, 0.859654, 7.7451
-2.47383, 54.602, 0.512354, 0.858774, 7.7451
-2.42886, 54.6654, 0.513995, 0.857793, 7.7451
-2.38375, 54.7286, 0.515635, 0.856809, 7.7451
-2.34307, 54.7855, 0.517107, 0.855921, 7.7451
-2.30229, 54.8423, 0.518577, 0.855031, 7.7451
-2.26596, 54.8927, 0.519885, 0.854236, 7.7451
-2.22499, 54.9494, 0.521354, 0.853341, 7.7451
-2.17937, 55.0123, 0.522978, 0.852346, 7.7451
-2.12901, 55.0813, 0.52477, 0.851244, 7.7451
-2.08772, 55.1377, 0.526233, 0.85034, 7.7451
-2.04634, 55.1941, 0.527694, 0.849435, 7.7451
-2.00485, 55.2504, 0.529154, 0.848526, 7.7451
-1.95863, 55.3128, 0.530776, 0.847512, 7.7451
-1.9123, 55.3752, 0.532395, 0.846496, 7.7451
-1.87051, 55.4312, 0.533848, 0.84558, 7.7451
-1.82861, 55.4872, 0.535301, 0.844661, 7.7451
-1.7913, 55.5369, 0.536591, 0.843842, 7.7451
-1.73985, 55.6051, 0.538365, 0.842712, 7.7451
-1.68826, 55.6733, 0.540134, 0.841579, 7.7451
-1.65066, 55.7228, 0.541419, 0.840753, 7.7451
-1.60354, 55.7845, 0.543026, 0.839716, 7.7451
-1.55631, 55.8462, 0.544628, 0.838678, 7.7451
-1.51845, 55.8955, 0.545909, 0.837845, 7.7451
-1.47101, 55.957, 0.547508, 0.8368, 7.7451
-1.42821, 56.0123, 0.548948, 0.835856, 7.7451
-1.38532, 56.0675, 0.550384, 0.834912, 7.7451
-1.33755, 56.1288, 0.551978, 0.833859, 7.7451
-1.29925, 56.1778, 0.553252, 0.833014, 7.7451
-1.24645, 56.245, 0.555002, 0.831849, 7.7451
-1.19835, 56.306, 0.556589, 0.830788, 7.7451
-1.15495, 56.3608, 0.558016, 0.82983, 7.7451
-1.06778, 56.4701, 0.560868, 0.827905, 7.7451
-1.05809, 56.4823, 0.561184, 0.827691, 7.7451
-1.01925, 56.5308, 0.562449, 0.826832, 7.7451
-0.970595, 56.5914, 0.564028, 0.825756, 7.7451
-0.92183, 56.6518, 0.565602, 0.824679, 7.7451
-0.882746, 56.7002, 0.566859, 0.823815, 7.7451
-0.828856, 56.7665, 0.568588, 0.822622, 7.7451
-0.784673, 56.8207, 0.570001, 0.821644, 7.7451
-0.735477, 56.8808, 0.571565, 0.820557, 7.7451
-0.691097, 56.9349, 0.572974, 0.819573, 7.7451
-0.641671, 56.9948, 0.574538, 0.818478, 7.7451
-0.597103, 57.0487, 0.575942, 0.817491, 7.7451
-0.547465, 57.1084, 0.5775, 0.81639, 7.7451
-0.502695, 57.1621, 0.578902, 0.815397, 7.7451
-0.457839, 57.2158, 0.580301, 0.814402, 7.7451
-0.407885, 57.2753, 0.581852, 0.813294, 7.7451
-0.362834, 57.3287, 0.583248, 0.812294, 7.7451
-0.317691, 57.3821, 0.584641, 0.811292, 7.7451
-0.272458, 57.4354, 0.586032, 0.810288, 7.7451
-0.22713, 57.4887, 0.587423, 0.80928, 7.7451
-0.17666, 57.5477, 0.588964, 0.808159, 7.7451
-0.126077, 57.6067, 0.590503, 0.807036, 7.7451
-0.08046, 57.6597, 0.591886, 0.806021, 7.7451
-0.0296638, 57.7185, 0.593421, 0.804892, 7.7451
0.0161452, 57.7713, 0.594801, 0.803873, 7.7451
0.0671563, 57.8299, 0.596333, 0.802738, 7.7451
0.113156, 57.8826, 0.597709, 0.801713, 7.7451
0.15925, 57.9351, 0.599085, 0.800686, 7.7451
0.210575, 57.9935, 0.60061, 0.799542, 7.7451
0.26201, 58.0517, 0.602134, 0.798395, 7.7451
0.308393, 58.104, 0.603503, 0.79736, 7.7451
0.360037, 58.162, 0.605022, 0.796209, 7.7451
0.396242, 58.2026, 0.606084, 0.795401, 7.7451
0.453274, 58.2662, 0.607752, 0.794127, 7.7451
0.520857, 58.3413, 0.609717, 0.792619, 7.7451
0.552089, 58.3759, 0.610624, 0.791921, 7.7451
0.599025, 58.4277, 0.611982, 0.790872, 7.7451
0.646052, 58.4795, 0.613338, 0.78982, 7.7451
0.698412, 58.5369, 0.614843, 0.78865, 7.7451
0.745624, 58.5884, 0.616195, 0.787594, 7.7451
0.798191, 58.6456, 0.617695, 0.786418, 7.7451
0.845592, 58.697, 0.619044, 0.785356, 7.7451
0.887794, 58.7427, 0.620241, 0.784411, 7.7451
0.940655, 58.7996, 0.621735, 0.783228, 7.7451
1.00426, 58.8678, 0.623529, 0.7818, 7.7451
1.05203, 58.9188, 0.624868, 0.78073, 7.7451
1.10523, 58.9754, 0.626355, 0.779538, 7.7451
1.14786, 59.0206, 0.627546, 0.77858, 7.7451
1.20661, 59.0827, 0.629177, 0.777262, 7.7451
1.25475, 59.1334, 0.630509, 0.776182, 7.7451
1.30836, 59.1896, 0.631986, 0.77498, 7.7451
1.35669, 59.2402, 0.633315, 0.773894, 7.7451
1.41033, 59.296, 0.634785, 0.772689, 7.69748
1.45308, 59.3404, 0.635953, 0.771728, 7.65938
1.50646, 59.3957, 0.6374, 0.770533, 7.66106
1.5546, 59.4453, 0.6387, 0.769456, 7.66378
1.60284, 59.495, 0.639996, 0.768378, 7.66644
1.65655, 59.55, 0.641434, 0.767178, 7.6693
1.7104, 59.605, 0.642873, 0.765973, 7.67207
1.75895, 59.6544, 0.644165, 0.764887, 7.67447
1.81302, 59.7092, 0.645598, 0.763678, 7.67704
1.86179, 59.7584, 0.646888, 0.762585, 7.67927
1.91609, 59.8131, 0.648319, 0.761369, 7.68166
1.97051, 59.8676, 0.649748, 0.760149, 7.68398
2.01959, 59.9167, 0.651033, 0.759049, 7.68598
2.07424, 59.9711, 0.652459, 0.757824, 7.68813
2.12351, 60.0199, 0.653741, 0.756718, 7.69
2.17838, 60.0742, 0.655163, 0.755487, 7.69199
2.22786, 60.1229, 0.656442, 0.754377, 7.69373
2.28295, 60.1769, 0.657861, 0.753139, 7.6956
2.33816, 60.2309, 0.659279, 0.751898, 7.6974
2.39903, 60.2901, 0.660837, 0.750529, 7.69931
2.44337, 60.3332, 0.661968, 0.749532, 7.70064
2.49335, 60.3815, 0.66324, 0.748407, 7.70209
2.54341, 60.4298, 0.664508, 0.747281, 7.70349
2.59916, 60.4833, 0.665918, 0.746025, 7.705
2.64941, 60.5314, 0.667184, 0.744893, 7.70631
2.70537, 60.5847, 0.668589, 0.743632, 7.70771
2.76144, 60.6379, 0.669995, 0.742366, 7.70907
2.81199, 60.6858, 0.671256, 0.741225, 7.71025
2.86827, 60.7388, 0.672656, 0.739955, 7.71151
2.91901, 60.7865, 0.673914, 0.738809, 7.71261
2.98115, 60.8447, 0.675449, 0.737406, 7.7139
3.03209, 60.8921, 0.676704, 0.736256, 7.71492
3.10016, 60.9553, 0.678374, 0.734716, 7.71623
3.13993, 60.9921, 0.679348, 0.733816, 7.71697
3.19113, 61.0394, 0.680598, 0.732657, 7.71788
3.24244, 61.0865, 0.681849, 0.731493, 7.71876
3.29383, 61.1336, 0.683096, 0.730328, 7.71962
3.34529, 61.1806, 0.68434, 0.729163, 7.72045
3.40833, 61.2379, 0.685861, 0.727733, 7.72143
3.46574, 61.2899, 0.687238, 0.726432, 7.72229
3.52325, 61.3417, 0.688614, 0.725128, 7.72312
3.58087, 61.3935, 0.689988, 0.723821, 7.72391
3.63281, 61.4401, 0.691222, 0.722643, 7.72461
3.67905, 61.4813, 0.692317, 0.721593, 7.7252
3.72536, 61.5226, 0.693413, 0.720541, 7.72577
3.78915, 61.5791, 0.694915, 0.719092, 7.72653
3.84143, 61.6253, 0.696144, 0.717902, 7.72714
3.90545, 61.6816, 0.697642, 0.716447, 7.72786
3.95791, 61.7276, 0.698864, 0.715254, 7.72842
4.0163, 61.7786, 0.700222, 0.713926, 7.72902
4.06894, 61.8244, 0.701441, 0.712728, 7.72955
4.12752, 61.8752, 0.702793, 0.711395, 7.73011
4.18033, 61.9208, 0.704008, 0.710192, 7.7306
4.23911, 61.9714, 0.705355, 0.708854, 7.73112
4.29208, 62.0168, 0.706566, 0.707648, 7.73157
4.34514, 62.0622, 0.707774, 0.706439, 7.73201
4.40419, 62.1125, 0.709113, 0.705095, 7.73249
4.46334, 62.1626, 0.71045, 0.703747, 7.73294
4.51666, 62.2077, 0.711652, 0.702532, 7.73334
4.57005, 62.2527, 0.712851, 0.701315, 7.73372
4.62947, 62.3025, 0.714181, 0.699961, 7.73413
4.68304, 62.3473, 0.715376, 0.698739, 7.73449
4.74264, 62.397, 0.716701, 0.69738, 7.73487
4.80235, 62.4465, 0.718024, 0.696018, 7.73524
4.85018, 62.4861, 0.71908, 0.694927, 7.73553
4.90406, 62.5305, 0.720266, 0.693698, 7.73584
4.96403, 62.5798, 0.721583, 0.692328, 7.73617
5.01807, 62.624, 0.722764, 0.691095, 7.73646
5.07822, 62.673, 0.724074, 0.689722, 7.73677
5.1445, 62.7268, 0.725514, 0.688208, 7.7371
5.20485, 62.7756, 0.726819, 0.686829, 7.73739
5.25923, 62.8195, 0.727989, 0.685589, 7.73764
5.31369, 62.8632, 0.729159, 0.684345, 7.73789
5.37431, 62.9117, 0.730457, 0.682959, 7.73815
5.43501, 62.9601, 0.731751, 0.681572, 7.7384
5.4958, 63.0083, 0.733043, 0.680182, 7.73864
5.5506, 63.0517, 0.734205, 0.678928, 7.73885
5.61768, 63.1045, 0.73562, 0.677394, 7.7391
5.66653, 63.1428, 0.736648, 0.676276, 7.73927
5.72768, 63.1907, 0.737931, 0.674876, 7.73948
5.77666, 63.2288, 0.738955, 0.673754, 7.73964
5.8257, 63.2669, 0.739978, 0.672631, 7.7398
5.88095, 63.3097, 0.741127, 0.671365, 7.73997
5.95474, 63.3666, 0.742655, 0.669674, 7.74019
6.01016, 63.4092, 0.743799, 0.668404, 7.74035
6.06564, 63.4516, 0.744938, 0.667134, 7.74051
6.12121, 63.494, 0.746077, 0.66586, 7.74066
6.18304, 63.541, 0.747341, 0.664441, 7.74082
6.23876, 63.5831, 0.748475, 0.663163, 7.74096
6.29455, 63.6252, 0.749608, 0.661883, 7.74109
6.35663, 63.6719, 0.750863, 0.660458, 7.74124
6.41257, 63.7137, 0.751991, 0.659174, 7.74136
6.48106, 63.7648, 0.753366, 0.657601, 7.74151
6.53093, 63.8018, 0.754365, 0.656456, 7.74161
6.58709, 63.8434, 0.755484, 0.655167, 7.74173
6.64959, 63.8895, 0.756727, 0.653731, 7.74185
6.71845, 63.94, 0.758091, 0.652149, 7.74198
6.76858, 63.9767, 0.75908, 0.650997, 7.74207
6.83133, 64.0225, 0.760313, 0.649557, 7.74218
6.90046, 64.0727, 0.761668, 0.647967, 7.74229
6.9445, 64.1045, 0.762529, 0.646954, 7.74236
7.0138, 64.1545, 0.763875, 0.645365, 7.74247
7.07689, 64.1998, 0.7651, 0.643912, 7.74257
7.14007, 64.2449, 0.766321, 0.642457, 7.74266
7.20333, 64.29, 0.767537, 0.641004, 7.74275
7.26034, 64.3304, 0.768631, 0.639692, 7.74282
7.32377, 64.3752, 0.769844, 0.638232, 7.74291
7.38728, 64.42, 0.771052, 0.636772, 7.74298
7.44451, 64.4601, 0.772138, 0.635455, 7.74305
7.50181, 64.5001, 0.773221, 0.634136, 7.74312
7.56555, 64.5445, 0.774422, 0.632669, 7.74319
7.623, 64.5843, 0.775501, 0.631346, 7.74325
7.68691, 64.6284, 0.776698, 0.629873, 7.74332
7.7509, 64.6725, 0.77789, 0.628401, 7.74338
7.80855, 64.712, 0.77896, 0.627074, 7.74344
7.87271, 64.7558, 0.780148, 0.625596, 7.7435
7.93695, 64.7994, 0.781333, 0.624114, 7.74356
8.00126, 64.843, 0.782514, 0.622633, 7.74361
8.05921, 64.8821, 0.783575, 0.621297, 7.74366
8.11723, 64.9211, 0.784635, 0.619958, 7.74371
8.18178, 64.9643, 0.785809, 0.618469, 7.74376
8.23995, 65.0031, 0.786863, 0.617127, 7.7438
8.30465, 65.046, 0.788031, 0.615635, 7.74385
8.36944, 65.0889, 0.789197, 0.614139, 7.74389
8.42781, 65.1273, 0.790245, 0.612791, 7.74393
8.49275, 65.1699, 0.791404, 0.611293, 7.74397
8.55778, 65.2124, 0.792563, 0.609791, 7.74402
8.60985, 65.2463, 0.793487, 0.608587, 7.74405
8.67501, 65.2886, 0.794639, 0.607083, 7.74408
8.73373, 65.3266, 0.795675, 0.605723, 7.74412
8.8056, 65.3728, 0.796937, 0.604062, 7.74416
8.871, 65.4147, 0.79808, 0.602552, 7.74419
8.93649, 65.4565, 0.799221, 0.601037, 7.74422
9.00206, 65.4981, 0.800359, 0.599521, 7.74426
9.06113, 65.5355, 0.801381, 0.598154, 7.74428
9.12027, 65.5728, 0.8024, 0.596786, 7.74431
9.18606, 65.6141, 0.80353, 0.595264, 7.74434
9.24533, 65.6511, 0.804545, 0.593891, 7.74436
9.31127, 65.6922, 0.805669, 0.592365, 7.74439
9.37067, 65.7291, 0.80668, 0.590989, 7.74441
9.43676, 65.7699, 0.807799, 0.589458, 7.74444
9.51617, 65.8187, 0.809137, 0.58762, 7.74446
9.68877, 65.9237, 0.812022, 0.583626, 7.74452
9.68877, 65.9237, 0.812022, 0.583626, 7.74452
9.68877, 65.9237, 0.812022, 0.583626, 7.74452
9.73527, 65.9518, 0.812796, 0.582549, 7.74454
9.80177, 65.992, 0.813899, 0.581007, 7.74456
9.86169, 66.028, 0.814889, 0.579617, 7.74458
9.92167, 66.0639, 0.815877, 0.578226, 7.74459
9.99506, 66.1077, 0.817079, 0.576526, 7.74461
10.0619, 66.1473, 0.81817, 0.574976, 7.74463
10.122, 66.1829, 0.819149, 0.573581, 7.74465
